name,search_name,address,road_address,near_station,station_distance,total_review,"""커피가 맛있어요""","""친절해요""","""음료가 맛있어요""","""디저트가 맛있어요""","""매장이 청결해요""","""대화하기 좋아요""","""집중하기 좋아요""","""인테리어가 멋져요""","""좌석이 편해요""","""화장실이 깨끗해요""","""특별한 메뉴가 있어요""","""가성비가 좋아요""","""뷰가 좋아요""","""주차하기 편해요""","""사진이 잘 나와요""",same
할리스커피 구로디지털뉴스테이점,할리스 구로디지털뉴스테이점,대림동,서울 영등포구 시흥대로 595 H HOUSE 대림 뉴스테이,2구로디지털단지역,120m,125,51.0,18.0,27.0,15.0,16.0,16.0,24.0,6.0,19.0,4.0,5.0,2.0,2.0,,,False
카페힐,카페힐,잠원동,,,,129,52.0,29.0,28.0,19.0,18.0,23.0,10.0,19.0,9.0,13.0,13.0,33.0,9.0,8.0,3.0,True
소프트리 압구정새서울점,소프트리 압구정새서울점,신사동,서울 강남구 압구정로 154,3압구정역,170m,86,8.0,36.0,4.0,9.0,8.0,3.0,3.0,3.0,1.0,3.0,4.0,10.0,1.0,9.0,2.0,True
쿠카쿠커피 방이점,쿠카쿠커피 방이점,방이동,서울 송파구 가락로 240 101호,9송파나루역,687m,73,32.0,21.0,19.0,6.0,12.0,12.0,5.0,2.0,5.0,3.0,3.0,5.0,,6.0,,True
스타벅스 이마빌딩점,스타벅스 이마빌딩점,수송동,서울 종로구 종로1길 42,5광화문역,320m,1104,7.0,4.0,6.0,8.0,5.0,1.0,59.0,97.0,8.0,36.0,33.0,30.0,15.0,23.0,11.0,True
테이큰,테이큰커피 2호점,화양동,서울 광진구 능동로13길 64,27건대입구역,498m,78,41.0,13.0,20.0,5.0,4.0,,1.0,1.0,,1.0,4.0,28.0,1.0,1.0,,False
스타벅스 신사역점,스타벅스 신사역점,논현동,서울 강남구 도산대로 108,3신분당신사역,48m,889,2.0,5.0,5.0,0.0,98.0,50.0,42.0,35.0,22.0,19.0,30.0,25.0,14.0,5.0,10.0,True
카페새싹,카페새싹,상암동,서울 마포구 성암로13길 66,6공항경의중앙디지털미디어시티역,255m,60,28.0,18.0,8.0,7.0,19.0,4.0,,8.0,4.0,2.0,12.0,8.0,1.0,,2.0,True
CremaDoro,크레마도로,우면동,,,,25,15.0,1.0,4.0,4.0,1.0,7.0,,6.0,4.0,,1.0,1.0,,,,False
커피더캠프 흑석역점,커피더캠프 흑석역점,흑석동,서울 동작구 현충로 지하 90 9호선 흑석역 지하 1층 매장 1번,9흑석역,105m,138,0.0,80.0,70.0,31.0,59.0,5.0,6.0,43.0,3.0,1.0,4.0,4.0,,1.0,2.0,True
부르다커피,더부르다커피,갈현동,서울 은평구 통일로 929,36연신내역,705m,30,16.0,5.0,9.0,3.0,3.0,4.0,2.0,1.0,,,4.0,6.0,,,2.0,False
두더지손,두더지손가게,당산동6가,서울 영등포구 당산로52길 31-1 1층,29당산역,179m,22,5.0,15.0,14.0,10.0,5.0,3.0,4.0,7.0,,1.0,12.0,,,1.0,5.0,False
스타벅스황학캐슬점 황학캐슬점,스타벅스 황학캐슬점,황학동,서울 중구 청계천로 400,12우이신설신설동역,555m,823,8.0,9.0,7.0,4.0,6.0,49.0,40.0,44.0,29.0,12.0,34.0,26.0,21.0,60.0,9.0,False
아마폴라델리 강남점,아마폴라델리 선릉점,역삼동,서울 강남구 언주로 510 효림빌딩,2수인분당선릉역,591m,37,17.0,7.0,6.0,,3.0,2.0,,2.0,3.0,,1.0,,,,,False
투썸플레이스신촌점 신촌점,투썸플레이스 신촌점,창천동,서울 서대문구 연세로 1,2신촌역,19m,1820,0.0,5.0,4.0,6.0,6.0,3.0,7.0,8.0,6.0,77.0,79.0,59.0,36.0,4.0,31.0,False
동병상련,동병상련,평창동,,,,40,,13.0,,,17.0,,,,,,7.0,,,2.0,,True
10페이지한양대점 한양대점,10page 한양대점,행당동,서울 성동구 마조로1가길 6,25경의중앙수인분당왕십리역,135m,30,20.0,5.0,8.0,3.0,3.0,2.0,,3.0,2.0,,,1.0,,,3.0,False
카페헤바,카페 휘바,대현동,,,,495,7.0,53.0,61.0,61.0,38.0,73.0,9.0,0.0,29.0,22.0,16.0,16.0,4.0,2.0,77.0,False
할리스커피강남역점 강남역점,할리스 강남역점,역삼동,서울 강남구 강남대로 402,2신분당강남역,35m,1323,2.0,7.0,5.0,8.0,3.0,3.0,1.0,6.0,6.0,74.0,43.0,62.0,10.0,8.0,21.0,False
잠바주스 코엑스점,잠바주스 코엑스몰점,삼성동,서울 강남구 봉은사로 524 코엑스몰 B1 K107,2삼성역,274m,964,,97.0,9.0,53.0,76.0,71.0,6.0,21.0,67.0,6.0,77.0,41.0,5.0,18.0,10.0,False
커피피플,커피피플,갈현동,서울 은평구 갈현로29길 12-1,36연신내역,735m,19,10.0,4.0,3.0,,,1.0,,1.0,1.0,,,4.0,1.0,,,True
돔카페,카페해닐,행당동,,,,53,31.0,23.0,24.0,20.0,11.0,4.0,4.0,5.0,,,9.0,3.0,,,1.0,False
카페세라,카페세라,내발산동,서울 강서구 우장산로4길 83,5우장산역,370m,51,31.0,5.0,9.0,5.0,4.0,1.0,,,,1.0,2.0,3.0,,,,True
커피볶는집낙타,낙타커피로스터스,성수동1가,서울 성동구 상원6나길 6,2뚝섬역,306m,39,37.0,14.0,19.0,,2.0,3.0,1.0,4.0,1.0,,10.0,7.0,,,2.0,False
드립하우스 오류점,드립하우스 오류점,오류동,서울 구로구 오류로8길 72,1오류동역,158m,40,22.0,13.0,13.0,1.0,3.0,8.0,1.0,1.0,1.0,,4.0,9.0,,2.0,1.0,True
스타벅스 순천향입구점,스타벅스 순천향입구점,한남동,서울 용산구 대사관로 67,경의중앙한남역,668m,1194,6.0,4.0,0.0,9.0,5.0,6.0,79.0,47.0,74.0,62.0,47.0,31.0,17.0,5.0,9.0,True
이디야커피 동덕여대점,이디야커피 동덕여대점,하월곡동,서울 성북구 화랑로 99,6월곡역,124m,234,5.0,60.0,63.0,28.0,33.0,22.0,18.0,10.0,17.0,12.0,11.0,52.0,4.0,1.0,5.0,True
토프레소 고척푸르지오점,토프레소 고척푸르지오점,고척동,,,,44,15.0,19.0,10.0,5.0,7.0,3.0,2.0,,2.0,2.0,,8.0,,,,True
하룻고양이,카페하룻고양이,안암동4가,서울 성북구 안암로9가길 10,12우이신설신설동역,677m,13,3.0,5.0,5.0,1.0,4.0,1.0,2.0,,,,,1.0,,1.0,,False
우리동네커피집,우리동네커피집,도봉동,서울 도봉구 도봉산4길 28-3,17도봉산역,402m,230,0.0,45.0,31.0,27.0,29.0,27.0,1.0,8.0,20.0,14.0,10.0,38.0,35.0,4.0,3.0,True
ARISTACOFFEE,아리스타커피 선릉점,대치동,서울 강남구 테헤란로70길 13 보성빌딩,2수인분당선릉역,379m,318,3.0,87.0,6.0,32.0,29.0,31.0,2.0,7.0,51.0,1.0,13.0,5.0,4.0,,1.0,False
투썸플레이스 신세계DF명동점,투썸플레이스 신세계DF명동점,충무로1가,서울 중구 퇴계로 77 11층 투썸플레이스,4회현역,99m,196,3.0,42.0,40.0,32.0,18.0,24.0,7.0,5.0,6.0,6.0,4.0,7.0,10.0,9.0,6.0,True
카페칼디,카페 칼디,구로동,,,,61,41.0,9.0,15.0,10.0,5.0,4.0,1.0,1.0,1.0,,4.0,11.0,1.0,,,False
이디야커피 중계롯데우성점,이디야커피 중계롯데우성점,중계동,,,,183,91.0,46.0,35.0,14.0,31.0,25.0,15.0,2.0,12.0,,3.0,29.0,2.0,4.0,,True
프렌치마켓,COMPOUND MARKET,이태원동,대구 수성구 청수로40길 53 1층,3황금역,824m,23,3.0,13.0,,9.0,1.0,,1.0,10.0,,,13.0,3.0,,,5.0,False
놀숲둔촌역점 둔촌역점,놀숲 둔촌역점,성내동,서울 강동구 양재대로 1319 3층,5둔촌동역,404m,48,,20.0,,,11.0,,,,,3.0,,6.0,,1.0,,False
스타벅스 등촌점,스타벅스 등촌점,등촌동,서울 강서구 공항대로 329,5발산역,519m,1295,1.0,6.0,7.0,7.0,4.0,3.0,0.0,55.0,96.0,46.0,24.0,29.0,33.0,17.0,12.0,True
스타벅스신세계본점 신세계본점,스타벅스 신세계본점6F점,충무로1가,서울 중구 소공로 63,4회현역,99m,851,2.0,6.0,1.0,6.0,91.0,50.0,15.0,33.0,35.0,38.0,25.0,20.0,10.0,39.0,10.0,False
벤투라커피,벤투라커피로스터스,미아동,서울 강북구 도봉로10다길 7-1 1층,4미아사거리역,138m,93,72.0,18.0,20.0,14.0,8.0,14.0,5.0,15.0,1.0,3.0,8.0,3.0,,,3.0,False
커피101,커피101,서교동,서울 마포구 와우산로29마길 6,2공항경의중앙홍대입구역,188m,35,19.0,11.0,9.0,5.0,1.0,1.0,1.0,,1.0,,,,,,,True
리프커피,리프커피,문정동,서울 송파구 법원로 114 엠스테이트 B동 106호,8문정역,131m,51,32.0,15.0,6.0,8.0,13.0,4.0,2.0,6.0,4.0,2.0,2.0,4.0,2.0,3.0,1.0,True
고이북촌,고이커피,가회동,서울 종로구 북촌로 64-2,3안국역,617m,54,43.0,12.0,8.0,4.0,5.0,11.0,5.0,4.0,1.0,1.0,2.0,3.0,4.0,,1.0,False
투썸플레이스양재역점 양재역점,투썸플레이스 양재역점,양재동,서울 서초구 강남대로 213 엘타워1층,3신분당양재역,22m,463,0.0,70.0,72.0,9.0,38.0,47.0,14.0,16.0,30.0,13.0,17.0,14.0,3.0,10.0,3.0,False
카페헐리우드,헐리우드,대신동,서울 서대문구 성산로 551,경의중앙신촌역,786m,99,,14.0,,,3.0,,,4.0,,2.0,7.0,40.0,,11.0,,False
스타벅스 강남구청역점,스타벅스 강남구청역점,논현동,서울 강남구 선릉로 669,7수인분당강남구청역,86m,1029,0.0,2.0,1.0,3.0,9.0,82.0,61.0,30.0,43.0,25.0,36.0,33.0,24.0,4.0,15.0,True
성북동콩집,성북동콩집,성북동,서울 성북구 성북로 58,4한성대입구역,572m,265,7.0,71.0,57.0,27.0,26.0,32.0,6.0,6.0,4.0,6.0,35.0,26.0,7.0,1.0,4.0,True
투썸플레이스 강남일원점,투썸플레이스 강남일원점,일원동,서울 강남구 일원로 28 1층 베스킨라빈스 옆,3대청역,291m,223,6.0,33.0,38.0,76.0,17.0,26.0,7.0,7.0,12.0,1.0,9.0,2.0,7.0,8.0,,True
카페숨,카페숨,등촌동,서울 강서구 공항대로39길 7,5발산역,456m,62,33.0,20.0,16.0,2.0,3.0,9.0,6.0,8.0,4.0,1.0,2.0,8.0,2.0,2.0,,True
스타벅스 서울대입구역점,스타벅스 서울대입구역점,봉천동,서울 관악구 남부순환로 1812,2서울대입구역,83m,1958,1.0,3.0,3.0,1.0,0.0,0.0,6.0,88.0,4.0,9.0,81.0,71.0,50.0,10.0,23.0,True
빽다방중계은행사거리점 중계은행사거리점,빽다방 중계은행사거리점,중계동,,,,729,0.0,9.0,0.0,58.0,84.0,19.0,4.0,3.0,30.0,,20.0,0.0,2.0,,1.0,False
스타벅스신림점 신림점,스타벅스 신림점,신림동,서울 관악구 신림로 355-1,2신림신림역,178m,939,9.0,6.0,1.0,1.0,2.0,59.0,77.0,54.0,55.0,35.0,38.0,33.0,13.0,1.0,13.0,False
본솔카페,본솔커피숙대점,청파동2가,서울 용산구 청파로47길 71,4숙대입구역,547m,128,72.0,23.0,46.0,10.0,11.0,,1.0,2.0,,,8.0,49.0,,,,False
투썸플레이스옥수리버젠점 옥수리버젠점,투썸플레이스 옥수리버젠점,옥수동,서울 성동구 매봉길 15 상가건물 1층 401~402호,3경의중앙옥수역,369m,183,79.0,38.0,28.0,60.0,45.0,22.0,16.0,25.0,17.0,,5.0,5.0,9.0,16.0,4.0,False
미스터아메리카노,미스터아메리카노,한강로1가,서울 용산구 백범로99길 46,46삼각지역,147m,36,27.0,10.0,5.0,2.0,1.0,3.0,1.0,,2.0,1.0,1.0,4.0,,,,True
스타벅스강남삼성타운점 강남삼성타운점,스타벅스 강남삼성타운점,서초동,서울 서초구 서초대로78길 24,2신분당강남역,109m,1125,2.0,0.0,5.0,3.0,2.0,3.0,80.0,56.0,61.0,34.0,44.0,31.0,15.0,7.0,12.0,False
이디야커피 양재언남점,이디야커피 양재언남점,양재동,서울 서초구 동산로 60 화성빌딩,신분당양재시민의숲역,698m,163,76.0,41.0,37.0,17.0,15.0,16.0,11.0,3.0,13.0,,4.0,24.0,1.0,1.0,2.0,True
놀숲압구정역점 압구정역점,놀숲 압구정역점,신사동,서울 강남구 압구정로28길 22-6 지하 1층,3압구정역,160m,28,,9.0,,,4.0,,,,,1.0,,1.0,,,,False
커피디셈버 당산점,커피디셈버 당산점,당산동3가,서울 영등포구 당산로28길 10,25영등포구청역,115m,58,42.0,19.0,15.0,4.0,7.0,6.0,1.0,4.0,2.0,1.0,2.0,9.0,2.0,,,True
탐앤탐스탐스커버리광진화양점탐스커버리광진화양점 탐스커버리광진화양점,탐앤탐스 광진화양점,화양동,서울 광진구 능동로13길 26 1-4층,27건대입구역,318m,339,1.0,27.0,84.0,52.0,57.0,75.0,40.0,17.0,38.0,28.0,21.0,23.0,5.0,1.0,5.0,False
스타벅스여의도점 여의도점,스타벅스 여의도점,여의도동,서울 영등포구 국제금융로2길 28,59여의도역,205m,974,0.0,0.0,4.0,9.0,7.0,77.0,45.0,41.0,57.0,24.0,36.0,28.0,12.0,15.0,9.0,False
스타벅스 화곡DT점,스타벅스 화곡DT점,화곡동,서울 강서구 등촌로 57,5목동역,986m,1630,0.0,2.0,2.0,6.0,3.0,5.0,2.0,5.0,97.0,76.0,58.0,53.0,51.0,1.0,33.0,True
스타벅스 마포염리점,스타벅스 마포염리점,염리동,서울 마포구 독막로 311,56공항경의중앙공덕역,329m,1416,1.0,9.0,4.0,5.0,9.0,3.0,38.0,8.0,1.0,53.0,36.0,24.0,77.0,95.0,17.0,True
바리스타하우스,바리스타하우스,상계동,서울 노원구 동일로 1393 일신프라자 104호,47노원역,100m,66,22.0,20.0,5.0,4.0,11.0,11.0,2.0,1.0,,,2.0,12.0,2.0,1.0,,True
스타벅스 문화일보점,스타벅스 문화일보점,충정로1가,서울 중구 새문안로 22,5서대문역,167m,541,7.0,1.0,69.0,41.0,44.0,33.0,30.0,12.0,13.0,1.0,11.0,11.0,13.0,1.0,3.0,True
토프레소방학역점 방학역점,토프레소 방학역점,방학동,서울 도봉구 도봉로150길 27,1방학역,4m,74,42.0,21.0,14.0,12.0,11.0,5.0,4.0,1.0,4.0,,2.0,10.0,,,,False
카페22,카페22,화양동,서울 광진구 아차산로31길 54,27건대입구역,380m,61,14.0,19.0,8.0,5.0,12.0,26.0,5.0,21.0,9.0,2.0,9.0,7.0,3.0,,7.0,True
스타벅스 역삼초교사거리점,스타벅스 역삼초교사거리점,역삼동,서울 강남구 역삼로 123,2신분당강남역,530m,1414,8.0,1.0,8.0,2.0,0.0,3.0,93.0,81.0,8.0,53.0,52.0,47.0,25.0,24.0,19.0,True
커피빈 코리아연대동문회관점,커피빈 연대동문회관점,대신동,서울 서대문구 성산로 515 석란,경의중앙신촌역,450m,545,2.0,75.0,9.0,74.0,89.0,67.0,77.0,44.0,64.0,22.0,18.0,17.0,54.0,1.0,9.0,False
아임빈,아임빈,안암동5가,서울 성북구 개운사길 57-3,6안암역,336m,15,9.0,5.0,4.0,3.0,,3.0,1.0,,1.0,,3.0,3.0,1.0,1.0,,True
스타벅스 안암역점,스타벅스 안암역점,안암동5가,서울 성북구 고려대로 102-2,6안암역,103m,1146,6.0,1.0,1.0,7.0,6.0,88.0,2.0,48.0,67.0,52.0,46.0,27.0,30.0,6.0,15.0,True
스타벅스 남영동점,스타벅스 남영동점,갈월동,서울 용산구 한강대로 275,4숙대입구역,112m,978,2.0,1.0,6.0,1.0,5.0,79.0,67.0,32.0,41.0,31.0,35.0,32.0,26.0,3.0,9.0,True
부나빈,부나빈,우면동,,,,22,15.0,6.0,3.0,2.0,7.0,2.0,1.0,5.0,4.0,,,2.0,2.0,,2.0,True
커피스토리,커피스토리,종로5가,,,,277,5.0,48.0,43.0,27.0,11.0,31.0,3.0,7.0,8.0,2.0,17.0,21.0,3.0,1.0,4.0,True
갤러리힐링카페,갤러리힐링카페,공릉동,서울 노원구 동일로174길 27,67태릉입구역,325m,21,17.0,13.0,5.0,2.0,5.0,11.0,3.0,,,5.0,,3.0,1.0,4.0,4.0,True
카페디엠,카페 디엠,양재동,,,,104,52.0,35.0,27.0,7.0,11.0,32.0,16.0,7.0,10.0,,12.0,12.0,1.0,5.0,,False
핀치카페,핀치브런치바,신사동,서울 강남구 압구정로4길 19,3신분당신사역,703m,87,,41.0,,,32.0,,,32.0,,5.0,55.0,2.0,5.0,,,False
할리스커피 한티역점,할리스 한티역점,대치동,서울 강남구 도곡로 414 국민은행,수인분당한티역,178m,75,37.0,7.0,15.0,16.0,6.0,5.0,17.0,2.0,10.0,1.0,2.0,,,5.0,1.0,False
스타벅스광화문점 광화문점,스타벅스 광화문점,세종로,서울 종로구 세종대로 167,5광화문역,83m,1897,5.0,7.0,7.0,2.0,4.0,0.0,76.0,0.0,1.0,83.0,73.0,39.0,2.0,15.0,47.0,False
커피트리,커피트리,역삼동,서울 강남구 논현로 415,2역삼역,419m,19,9.0,1.0,3.0,,,1.0,,1.0,1.0,,,3.0,,,,True
카페멜로우,카페멜로우,가락동,서울 송파구 송이로17길 58-26 1층 카페멜로우,35오금역,148m,41,24.0,20.0,11.0,14.0,7.0,4.0,,1.0,1.0,,6.0,7.0,1.0,2.0,,True
굿푸드앤카페,굿푸드&카페 강남본점,대치동,서울 강남구 삼성로81길 29,2수인분당선릉역,635m,30,8.0,7.0,9.0,,2.0,4.0,1.0,1.0,,,10.0,3.0,1.0,,,False
커피에반하다 강북도봉로점,커피에반하다 강북도봉로점,미아동,서울 강북구 도봉로13길 37,4미아사거리역,191m,37,20.0,9.0,9.0,3.0,4.0,5.0,,1.0,1.0,1.0,,8.0,,,,True
커피볶는카페지팡,커피볶는카페지팡,목동,서울 양천구 목동중앙북로16길 3 커피볶는카페지팡,9염창역,114m,17,10.0,4.0,4.0,,3.0,3.0,,1.0,1.0,,3.0,3.0,,,,True
그대를위한커피,그대를위한커피,창천동,서울 서대문구 신촌로1길 26,2공항경의중앙홍대입구역,347m,14,13.0,7.0,4.0,,,2.0,1.0,,1.0,,,5.0,,,,True
스타벅스구산역점 구산역점,스타벅스 구산역점,대조동,서울 은평구 연서로 146,6구산역,34m,1782,9.0,6.0,7.0,5.0,2.0,4.0,7.0,94.0,0.0,83.0,94.0,38.0,40.0,11.0,24.0,False
빌리엔젤강남,빌리엔젤 강남역점,역삼동,서울 강남구 테헤란로1길 48 강남ELS빌딩,9신분당신논현역,294m,542,8.0,66.0,8.0,7.0,62.0,60.0,9.0,72.0,,7.0,42.0,13.0,8.0,1.0,22.0,False
투썸플레이스 중랑역점,투썸플레이스 중랑역점,상봉동,서울 중랑구 망우로 202,경의중앙경춘중랑역,200m,353,3.0,87.0,59.0,98.0,51.0,33.0,45.0,20.0,33.0,21.0,12.0,11.0,2.0,1.0,6.0,True
쥬씨 노원1호점,쥬씨차얌 노원1호점,상계동,서울 노원구 상계로3길 15 현우빌딩,47노원역,118m,351,,22.0,1.0,15.0,3.0,4.0,2.0,1.0,,,9.0,87.0,1.0,1.0,2.0,False
스타벅스신촌점 신촌점,스타벅스 신촌점,창천동,서울 서대문구 연세로 10-1,2신촌역,109m,1154,7.0,3.0,9.0,0.0,9.0,75.0,3.0,31.0,48.0,38.0,39.0,30.0,25.0,,11.0,False
예설스페이스카페,예설스페이스,광장동,서울 광진구 아차산로73길 25 1층,5광나루역,137m,97,44.0,30.0,13.0,19.0,8.0,22.0,4.0,1.0,6.0,,6.0,14.0,4.0,,,False
스타벅스숭실대점 숭실대점,스타벅스 숭실대점,상도동,서울 동작구 사당로 4,7숭실대입구역,64m,930,5.0,7.0,2.0,2.0,2.0,73.0,2.0,28.0,56.0,48.0,41.0,24.0,15.0,7.0,11.0,False
스타벅스 문래동점,스타벅스 문래동점,문래동3가,서울 영등포구 선유로 64,2문래역,472m,1121,8.0,2.0,5.0,5.0,6.0,72.0,25.0,35.0,39.0,7.0,48.0,30.0,10.0,4.0,12.0,True
메핏커피숍,MEFIT,연지동,서울 종로구 종로31길 48,1종로5가역,371m,26,9.0,5.0,8.0,2.0,1.0,2.0,,1.0,1.0,,1.0,1.0,,,1.0,False
드링크박스,드링크박스,상암동,서울 마포구 월드컵북로 375 DMC 이안상암1단지,6공항경의중앙디지털미디어시티역,800m,52,22.0,21.0,29.0,14.0,3.0,1.0,1.0,3.0,,1.0,6.0,8.0,1.0,,,True
스타벅스 동빙고점,스타벅스 동빙고점,동빙고동,서울 용산구 장문로 12,6녹사평역,829m,782,1.0,4.0,3.0,98.0,3.0,91.0,47.0,59.0,60.0,36.0,22.0,11.0,0.0,22.0,18.0,True
팔로미노,팔로미노,잠원동,서울 서초구 나루터로 69,3신분당신사역,209m,21,10.0,2.0,4.0,3.0,2.0,2.0,1.0,,1.0,1.0,2.0,1.0,,,,True
김.COFFEE,김Coffee,동선동5가,서울 성북구 아리랑로4가길 8-8 1층,4우이신설성신여대입구역,331m,19,18.0,9.0,3.0,2.0,,3.0,2.0,15.0,,,6.0,10.0,1.0,,9.0,False
더플롯커피,더플롯커피,등촌동,서울 강서구 공항대로45길 7,9가양역,662m,120,71.0,30.0,39.0,32.0,5.0,15.0,13.0,19.0,9.0,2.0,15.0,11.0,1.0,1.0,2.0,True
커피베이 가산직영점,커피베이가산직영점,가산동,서울 금천구 벚꽃로 254,17가산디지털단지역,421m,449,4.0,76.0,0.0,84.0,95.0,65.0,55.0,66.0,88.0,5.0,25.0,60.0,11.0,3.0,6.0,False
에르마노키즈카페,에르마노키즈카페,명일동,서울 강동구 상암로 195 에이플러스빌딩 2층 에르마노키즈카페,5굽은다리역,122m,18,,8.0,3.0,,6.0,,,,,,,,,,,True
LaundryProject,론드리프로젝트,용산동2가,,,,16,7.0,3.0,7.0,7.0,,3.0,,3.0,,,,2.0,,,1.0,False
이디야커피 사당역점,이디야커피 사당역점,사당동,서울 동작구 동작대로7길 100,24사당역,330m,404,3.0,8.0,1.0,63.0,59.0,38.0,33.0,7.0,20.0,12.0,19.0,59.0,3.0,,4.0,True
스타벅스 도산가로수길점,스타벅스 도산가로수길점,논현동,서울 강남구 도산대로 134,3신분당신사역,245m,1014,1.0,4.0,6.0,8.0,7.0,3.0,87.0,69.0,79.0,42.0,15.0,27.0,74.0,8.0,18.0,True
설빙신촌점 신촌점,설빙 신촌점,창천동,서울 서대문구 연세로 23 2층,2신촌역,254m,627,91.0,75.0,87.0,0.0,35.0,43.0,4.0,12.0,29.0,13.0,1.0,53.0,10.0,1.0,5.0,False
이디야커피돈암아리랑점 돈암아리랑점,이디야커피 돈암아리랑점,돈암동,서울 성북구 돈암동 644-2,우이신설정릉역,379m,108,61.0,27.0,19.0,9.0,20.0,13.0,5.0,1.0,10.0,,2.0,9.0,1.0,4.0,,False
탐앤탐스회기역점 회기역점,탐앤탐스 회기역점,휘경동,서울 동대문구 회기로 190-1 창덕빌딩,1경의중앙경춘회기역,40m,184,91.0,35.0,41.0,15.0,24.0,32.0,16.0,6.0,28.0,3.0,6.0,12.0,1.0,1.0,3.0,False
에스프레소로이,에스프레소 로이,압구정동,서울 강남구 압구정로29길 71 현대아파트,3압구정역,737m,47,40.0,15.0,9.0,2.0,5.0,2.0,1.0,2.0,,,,6.0,,,,False
스타벅스 마로니에공원점,스타벅스 마로니에공원점,동숭동,서울 종로구 대학로 116,4혜화역,30m,2398,2.0,5.0,6.0,6.0,0.0,0.0,0.0,4.0,3.0,86.0,64.0,80.0,5.0,11.0,42.0,True
블랙라인 성신여대점,블랙라인커피 성신여대점,동선동1가,서울 성북구 동소문로22길 37-1 1층,4우이신설성신여대입구역,224m,70,35.0,12.0,20.0,5.0,5.0,1.0,1.0,2.0,2.0,,2.0,29.0,,,2.0,False
스타벅스 동대입구역점,스타벅스 동대입구역점,장충동1가,서울 중구 장충단로 166,3동대입구역,59m,1042,5.0,5.0,8.0,9.0,5.0,2.0,47.0,48.0,43.0,50.0,31.0,22.0,33.0,4.0,17.0,True
스타벅스상암DMC센트럴몰점 상암DMC센트럴몰점,스타벅스 상암DMC점,상암동,서울 마포구 월드컵북로 375,6공항경의중앙디지털미디어시티역,800m,900,3.0,4.0,8.0,2.0,4.0,76.0,41.0,32.0,57.0,28.0,42.0,21.0,30.0,28.0,17.0,False
커피베이 상계점,커피베이 노원상계점,상계동,서울 노원구 동일로243길 33,7수락산역,194m,33,17.0,6.0,4.0,2.0,4.0,4.0,2.0,2.0,3.0,2.0,1.0,3.0,1.0,,1.0,False
귀천,귀천,관훈동,서울 종로구 인사동길 14,3안국역,165m,73,,26.0,14.0,6.0,5.0,12.0,1.0,8.0,4.0,,17.0,7.0,,,,True
스타벅스역삼역점 역삼역점,스타벅스 역삼역점,역삼동,서울 강남구 테헤란로 145,2역삼역,17m,1119,7.0,3.0,2.0,2.0,5.0,86.0,52.0,54.0,66.0,21.0,38.0,29.0,9.0,5.0,13.0,False
탐앤탐스 사당역점,탐앤탐스커피 사당역점,방배동,서울 서초구 방배천로2길 10,24사당역,94m,862,6.0,99.0,3.0,0.0,84.0,8.0,29.0,34.0,81.0,21.0,38.0,48.0,14.0,18.0,8.0,False
스타벅스 강남GT타워점,스타벅스 강남GT타워점,서초동,서울 서초구 서초대로 411,2신분당강남역,118m,710,6.0,6.0,0.0,80.0,65.0,48.0,30.0,36.0,23.0,18.0,19.0,18.0,25.0,19.0,9.0,True
세븐브릭스커피교대,세븐브릭스커피 교대점,서초동,서울 서초구 서초중앙로26길 10 정원빌딩,23교대역,174m,165,6.0,32.0,26.0,12.0,14.0,16.0,6.0,10.0,7.0,5.0,6.0,13.0,1.0,2.0,5.0,False
스타벅스삼청동점 삼청동점,스타벅스 삼청동점,삼청동,,,,1018,4.0,1.0,6.0,7.0,8.0,4.0,39.0,0.0,61.0,31.0,39.0,42.0,0.0,2.0,26.0,False
커피빈 코리아차병원점,커피빈 차병원점,역삼동,서울 강남구 논현로 566 강남차병원 별관 1층,9언주역,18m,142,91.0,36.0,31.0,14.0,23.0,6.0,5.0,2.0,4.0,2.0,5.0,4.0,1.0,1.0,1.0,False
공차 건대스타시티점,공차 건대스타시티점,자양동,서울 광진구 아차산로 262 더샵스타시티,27건대입구역,118m,706,,4.0,8.0,48.0,48.0,21.0,8.0,7.0,15.0,11.0,55.0,43.0,1.0,34.0,3.0,True
스타벅스 강남비젼타워점,스타벅스 강남비젼타워점,역삼동,서울 강남구 테헤란로2길 27,2신분당강남역,140m,1179,7.0,8.0,7.0,9.0,0.0,0.0,70.0,62.0,77.0,19.0,46.0,30.0,14.0,10.0,13.0,True
커피빈코리아압구정로데오점 코리아압구정로데오점,커피빈 압구정로데오점,신사동,서울 강남구 선릉로157길 12,수인분당압구정로데오역,182m,451,2.0,78.0,92.0,51.0,83.0,69.0,41.0,48.0,70.0,27.0,15.0,17.0,26.0,4.0,12.0,False
설빙 명일점,설빙 서울명일점,명일동,서울 강동구 동남로75길 13-25 동해빌딩,5고덕역,339m,429,49.0,43.0,49.0,9.0,46.0,53.0,8.0,11.0,36.0,2.0,83.0,32.0,1.0,4.0,1.0,False
투썸플레이스파인애비뉴점 파인애비뉴점,투썸플레이스 파인애비뉴점,을지로2가,서울 중구 을지로 100 파인에비뉴 B동 1층,23을지로3가역,194m,1114,3.0,8.0,9.0,1.0,5.0,7.0,50.0,57.0,80.0,30.0,,,34.0,32.0,,False
커피베이 강북수유점,커피베이 강북수유점,수유동,서울 강북구 한천로 1095,우이신설가오리역,674m,82,53.0,18.0,16.0,8.0,11.0,4.0,3.0,3.0,,1.0,5.0,5.0,2.0,,1.0,True
